Gene,TMPRSS2
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
BECKER_CENTRAL_NERVOUS_SYSTEM,
NCIH226_LUNG,
NCIH1666_LUNG,0.680352129
SW1783_CENTRAL_NERVOUS_SYSTEM,3.003933218
ISTMES1_PLEURA,
NCIH1734_LUNG,
NCIH2342_LUNG,
EBC1_LUNG,-0.69890279
YMB1_BREAST,
OC316_OVARY,
HS936T_SKIN,
T173_BONE,
NCIH322_LUNG,-0.97895254
HS618T_LUNG,
HS870T_BONE,
HS706T_BONE,
PANC1_PANCREAS,
NCIH2291_LUNG,0.500518202
T47D_BREAST,-0.310081243
HS742T_BREAST,
BICR56_UPPER_AERODIGESTIVE_TRACT,-0.502828355
BICR16_UPPER_AERODIGESTIVE_TRACT,
TE10_OESOPHAGUS,-0.599875297
SKMEL28_SKIN,
BICR6_UPPER_AERODIGESTIVE_TRACT,1.234113868
BHY_UPPER_AERODIGESTIVE_TRACT,1.7518296
AZ521_STOMACH,
SH4_SKIN,-3.443152669
KPL1_BREAST,-1.474486113
CGTHW1_THYROID,
TUHR4TKB_KIDNEY,-1.077980032
LS123_LARGE_INTESTINE,
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.196556125
HPAC_PANCREAS,0.450608346
RCC10RGB_KIDNEY,
JHOM1_OVARY,-2.213231209
SU8686_PANCREAS,0.304087267
HCC33_LUNG,-0.267935142
TE6_OESOPHAGUS,-1.453888395
JHOC5_OVARY,0.013869375
ACCMESO1_PLEURA,
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SNU1214_UPPER_AERODIGESTIVE_TRACT,
CORL105_LUNG,-1.548954788
LMSU_STOMACH,
SNU1197_LARGE_INTESTINE,
COLO668_LUNG,
OSRC2_KIDNEY,-1.863069995
HUH6_LIVER,
PANC0203_PANCREAS,
CJM_SKIN,0.569837447
BICR22_UPPER_AERODIGESTIVE_TRACT,0.533791439
SHSY5Y_AUTONOMIC_GANGLIA,
TM31_CENTRAL_NERVOUS_SYSTEM,
SNU1272_KIDNEY,
KPNRTBM1_AUTONOMIC_GANGLIA,
BICR18_UPPER_AERODIGESTIVE_TRACT,
TE4_OESOPHAGUS,1.133501935
PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
ECC10_STOMACH,-1.302574386
TUHR14TKB_KIDNEY,-2.098755428
YD15_SALIVARY_GLAND,
UBLC1_URINARY_TRACT,
ECGI10_OESOPHAGUS,-1.636495091
CW2_LARGE_INTESTINE,
SNU761_LIVER,
SNU61_LARGE_INTESTINE,
NCIH1915_LUNG,-1.38892636
SNU324_PANCREAS,
YD10B_UPPER_AERODIGESTIVE_TRACT,
HCC2279_LUNG,
HLC1_LUNG,0.900193163
TUHR10TKB_KIDNEY,0.607467894
HEC1B_ENDOMETRIUM,
VMRCLCP_LUNG,
TGBC11TKB_STOMACH,
OVK18_OVARY,
SNU1077_ENDOMETRIUM,
HCC1588_LUNG,
SNU213_PANCREAS,
HT115_LARGE_INTESTINE,
TE14_OESOPHAGUS,
TE8_OESOPHAGUS,0.717982576
SNU520_STOMACH,
JHUEM3_ENDOMETRIUM,
LI7_LIVER,
NCIH838_LUNG,2.372930035
SNU119_OVARY,
SNU1033_LARGE_INTESTINE,
SNUC5_LARGE_INTESTINE,
GSS_STOMACH,1.282439285
TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HCC1171_LUNG,
SNUC4_LARGE_INTESTINE,
U138MG_CENTRAL_NERVOUS_SYSTEM,
SNU620_STOMACH,
ECC12_STOMACH,
GSU_STOMACH,-2.671134336
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.607249461
JHOM2B_OVARY,
MDAMB231_BREAST,-0.481438416
OV90_OVARY,-1.214241862
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.314398841
OVTOKO_OVARY,-1.444381756
OVCAR4_OVARY,0.94178471
HLF_LIVER,0.453381115
HCT15_LARGE_INTESTINE,
SW1463_LARGE_INTESTINE,
SF295_CENTRAL_NERVOUS_SYSTEM,1.7518296
WM115_SKIN,-1.277223348
JHH4_LIVER,
OE33_OESOPHAGUS,-0.056570861
CCK81_LARGE_INTESTINE,
JHH1_LIVER,3.24754085
SJSA1_BONE,-1.189286934
NCIH2228_LUNG,
RERFLCAI_LUNG,-0.513919434
SKMES1_LUNG,-0.32747047
NCIH520_LUNG,-2.327310881
JHH5_LIVER,2.475522517
FU97_STOMACH,-0.674740082
COLO800_SKIN,-2.647763847
NCIH1963_LUNG,
RL952_ENDOMETRIUM,-1.483596643
J82_URINARY_TRACT,
HCC15_LUNG,1.570807343
M059K_CENTRAL_NERVOUS_SYSTEM,2.370157265
CALU6_LUNG,-0.549569331
SKLU1_LUNG,
SW900_LUNG,
UACC62_SKIN,
MFE280_ENDOMETRIUM,0.945349699
MFE319_ENDOMETRIUM,
MFE296_ENDOMETRIUM,
GOS3_CENTRAL_NERVOUS_SYSTEM,
GI1_CENTRAL_NERVOUS_SYSTEM,
PC14_LUNG,-1.222164062
KYSE410_OESOPHAGUS,
A204_SOFT_TISSUE,-1.79256242
PATU8902_PANCREAS,
NCIH810_LUNG,
RERFLCMS_LUNG,
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
DANG_PANCREAS,
NCIH460_LUNG,1.454351012
KYSE140_OESOPHAGUS,1.457916002
KYSE180_OESOPHAGUS,-1.123928789
HUPT3_PANCREAS,1.319277512
EFE184_ENDOMETRIUM,1.143404685
GCIY_STOMACH,
SH10TC_STOMACH,
CAOV4_OVARY,-0.462425137
HCC2218_BREAST,2.019599941
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
KNS60_CENTRAL_NERVOUS_SYSTEM,-2.757486309
KNS81_CENTRAL_NERVOUS_SYSTEM,-5.699395064
KPNSI9S_AUTONOMIC_GANGLIA,
LU99_LUNG,-0.181385113
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
MKN1_STOMACH,4.599464181
MKN74_STOMACH,
KP3_PANCREAS,
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HSC2_UPPER_AERODIGESTIVE_TRACT,1.602892251
KG1C_CENTRAL_NERVOUS_SYSTEM,
HUH7_LIVER,
KMBC2_URINARY_TRACT,
KMRC20_KIDNEY,
HUCCT1_BILIARY_TRACT,
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.861089445
KALS1_CENTRAL_NERVOUS_SYSTEM,3.054239185
HEC108_ENDOMETRIUM,
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HUH28_BILIARY_TRACT,
CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HEC265_ENDOMETRIUM,
CAL12T_LUNG,-1.945460869
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.602714574
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.041537915
SKNSH_AUTONOMIC_GANGLIA,
HCC1954_BREAST,1.996229452
CAMA1_BREAST,
HEC6_ENDOMETRIUM,
AM38_CENTRAL_NERVOUS_SYSTEM,-1.677294418
HEC50B_ENDOMETRIUM,3.11563623
HSC3_UPPER_AERODIGESTIVE_TRACT,0.627669503
HSC4_UPPER_AERODIGESTIVE_TRACT,
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
KP4_PANCREAS,-0.56580984
KE39_STOMACH,-1.345750373
COV504_OVARY,1.61794443
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
VMRCRCW_KIDNEY,
HGC27_STOMACH,-1.846829486
LUDLU1_LUNG,-2.113015386
HUG1N_STOMACH,-3.98027779
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
NUGC4_STOMACH,
BGC823_STOMACH,
HMC18_BREAST,
CAS1_CENTRAL_NERVOUS_SYSTEM,-0.108936599
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.051507172
CORL23_LUNG,1.643691578
MORCPR_LUNG,1.001201205
HARA_LUNG,
SKOV3_OVARY,-1.098973861
HPAFII_PANCREAS,0.595980705
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
NCIH1568_LUNG,-0.102321563
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
A498_KIDNEY,
BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
A673_BONE,-2.125294796
AU565_BREAST,1.109735337
COLO201_LARGE_INTESTINE,
CAPAN1_PANCREAS,
NCIH1563_LUNG,
NCIH358_LUNG,-0.56779039
CFPAC1_PANCREAS,1.913838578
NIHOVCAR3_OVARY,1.422662214
NCIH1650_LUNG,-1.65313171
NCIH1793_LUNG,
NCIH1437_LUNG,-0.55947208
KNS62_LUNG,-2.06310553
HS578T_BREAST,1.019026154
BT20_BREAST,-1.691950487
SNU182_LIVER,
SKNMC_BONE,
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
FADU_UPPER_AERODIGESTIVE_TRACT,-1.773153031
SJRH30_SOFT_TISSUE,
MDAMB361_BREAST,-1.480031653
MDAMB436_BREAST,1.016253384
PANC0213_PANCREAS,
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.283409181
RDES_BONE,1.569222904
CAL27_UPPER_AERODIGESTIVE_TRACT,-2.149061394
MESSA_SOFT_TISSUE,
SW1271_LUNG,-0.356742997
NCIH1792_LUNG,-0.97182256
GCT_SOFT_TISSUE,
SKBR3_BREAST,
SNU16_STOMACH,
NCIH82_LUNG,
NCIN87_STOMACH,-1.759685292
U2OS_BONE,-0.588388108
H4_CENTRAL_NERVOUS_SYSTEM,
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HCC1143_BREAST,1.772823429
T24_URINARY_TRACT,
G401_SOFT_TISSUE,1.371960138
HCC1937_BREAST,0.871277135
HCC1569_BREAST,0.208941652
OCUM1_STOMACH,
SAOS2_BONE,0.170083264
D283MED_CENTRAL_NERVOUS_SYSTEM,1.373940688
SCC9_UPPER_AERODIGESTIVE_TRACT,
HCC1395_BREAST,-1.188494714
NMCG1_CENTRAL_NERVOUS_SYSTEM,
TEN_ENDOMETRIUM,
HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
TE9_OESOPHAGUS,2.925899554
KNS42_CENTRAL_NERVOUS_SYSTEM,
KYSE520_OESOPHAGUS,-1.830192867
KYSE270_OESOPHAGUS,
JHUEM1_ENDOMETRIUM,
YH13_CENTRAL_NERVOUS_SYSTEM,
IALM_LUNG,0.610240664
NCIH2052_PLEURA,-1.470128904
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SKNFI_AUTONOMIC_GANGLIA,
SKNAS_AUTONOMIC_GANGLIA,
GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SNU398_LIVER,
SNU423_LIVER,
SCC4_UPPER_AERODIGESTIVE_TRACT,-0.745247657
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HCC1187_BREAST,-0.792780853
SNU387_LIVER,
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
C2BBE1_LARGE_INTESTINE,-1.089863331
SKES1_BONE,2.586037199
EPLC272H_LUNG,2.03148324
BXPC3_PANCREAS,0.66529995
NCIH1355_LUNG,0.073749319
SNU5_STOMACH,0.384339147
SNU475_LIVER,
HEC251_ENDOMETRIUM,1.06576713
HCC95_LUNG,-4.126838479
253J_URINARY_TRACT,
HCC1438_LUNG,
253JBV_URINARY_TRACT,
RPMI7951_SKIN,
SNU1066_UPPER_AERODIGESTIVE_TRACT,
SNU1041_UPPER_AERODIGESTIVE_TRACT,
HCC2108_LUNG,
COLO783_SKIN,-3.826983231
HCC1359_LUNG,3.965688228
BICR31_UPPER_AERODIGESTIVE_TRACT,
COV362_OVARY,2.425216551
COLO792_SKIN,
COV434_OVARY,0.596376815
WM983B_SKIN,0.180342512
HS751T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
LS513_LARGE_INTESTINE,-0.594329758
NCIH2110_LUNG,2.584848869
CHAGOK1_LUNG,0.22949976
DMS454_LUNG,
CORL47_LUNG,
FTC238_THYROID,
DMS273_LUNG,-3.030009969
FTC133_THYROID,
CORL311_LUNG,
NCIH2286_LUNG,-0.713954969
NCIH1339_LUNG,0.475959384
WM793_SKIN,-1.998143495
A704_KIDNEY,-3.144089641
MDAMB435S_SKIN,-1.101350521
WM1799_SKIN,0.790866811
MEWO_SKIN,0.3236551
WM88_SKIN,-3.29263088
NCIH2081_LUNG,
HS255T_LARGE_INTESTINE,
NCIH1092_LUNG,
SW837_LARGE_INTESTINE,-0.334125118
JHH6_LIVER,
IGR1_SKIN,0.310385416
NCIH1105_LUNG,-0.186296877
NCIH1436_LUNG,
NCIH1876_LUNG,-0.656519023
CORL24_LUNG,
COV644_OVARY,-2.05993665
GP2D_LARGE_INTESTINE,-0.957166491
PECAPJ15_UPPER_AERODIGESTIVE_TRACT,
CORL88_LUNG,1.333537471
CORL95_LUNG,
PECAPJ49_UPPER_AERODIGESTIVE_TRACT,0.292243579
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,0.571421887
CORL51_LUNG,
RT11284_URINARY_TRACT,
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,
OV7_OVARY,1.788271717
HT55_LARGE_INTESTINE,-4.154566177
OAW42_OVARY,-0.639882404
MDST8_LARGE_INTESTINE,
OAW28_OVARY,
SUIT2_PANCREAS,
LC1SQSF_LUNG,2.882723567
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.825724488
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SKHEP1_LIVER,-0.927854353
OVCAR8_OVARY,0.416938998
NCIH2172_LUNG,
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,
NCIH596_LUNG,
NCIH650_LUNG,-0.819716331
SW1573_LUNG,-1.820290118
OVMANA_OVARY,
SKCO1_LARGE_INTESTINE,-0.274510567
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
YAPC_PANCREAS,
HT1197_URINARY_TRACT,0.223241222
A253_SALIVARY_GLAND,
HCC366_LUNG,-0.680681731
DKMG_CENTRAL_NERVOUS_SYSTEM,-1.5176621
SNU349_KIDNEY,-2.791155657
UMUC1_URINARY_TRACT,
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
NCIH292_LUNG,0.622916183
59M_OVARY,
U118MG_CENTRAL_NERVOUS_SYSTEM,0.141088014
VMRCLCD_LUNG,
HCC1833_LUNG,
RH30_SOFT_TISSUE,2.533750683
TCCSUP_URINARY_TRACT,0.79958123
SNU601_STOMACH,1.524066367
CAL33_UPPER_AERODIGESTIVE_TRACT,-1.297821066
SNU668_STOMACH,
CORL279_LUNG,0.032740054
GB1_CENTRAL_NERVOUS_SYSTEM,-0.463613467
KURAMOCHI_OVARY,0.037251746
COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
COLO684_ENDOMETRIUM,1.967313424
KLM1_PANCREAS,
GRM_SKIN,
SNU685_ENDOMETRIUM,0.399510159
CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SNU886_LIVER,
HCT8_LARGE_INTESTINE,
NCCSTCK140_STOMACH,-0.612550816
NCIH3255_LUNG,-1.52518819
SNU719_STOMACH,-3.796878873
SNU489_CENTRAL_NERVOUS_SYSTEM,
SNU81_LARGE_INTESTINE,
A2058_SKIN,0.955252449
HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SNU1040_LARGE_INTESTINE,
SNU1076_UPPER_AERODIGESTIVE_TRACT,-0.176750626
SNU175_LARGE_INTESTINE,
SNU407_LARGE_INTESTINE,
SNU201_CENTRAL_NERVOUS_SYSTEM,
KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SNU216_STOMACH,2.16932951
SNU1196_BILIARY_TRACT,
SNU1079_BILIARY_TRACT,
HCC1195_LUNG,
NCIH854_LUNG,0.725508665
SNU466_CENTRAL_NERVOUS_SYSTEM,
YD38_UPPER_AERODIGESTIVE_TRACT,1.962163995
SNU1105_CENTRAL_NERVOUS_SYSTEM,-0.618888576
SNU283_LARGE_INTESTINE,
SNU46_UPPER_AERODIGESTIVE_TRACT,
SNU308_BILIARY_TRACT,
YD8_UPPER_AERODIGESTIVE_TRACT,2.779734975
SNU245_BILIARY_TRACT,
SNU478_BILIARY_TRACT,
SNU410_PANCREAS,
SNU899_UPPER_AERODIGESTIVE_TRACT,
SNU503_LARGE_INTESTINE,
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SNU738_CENTRAL_NERVOUS_SYSTEM,
SNU626_CENTRAL_NERVOUS_SYSTEM,
SNU869_BILIARY_TRACT,
SNU878_LIVER,
SNU840_OVARY,2.622083206
SNU8_OVARY,-0.062314456
NCIH684_LIVER,
IGR39_SKIN,1.839766014
ALEXANDERCELLS_LIVER,
DAOY_CENTRAL_NERVOUS_SYSTEM,
HEP3B217_LIVER,0.638364472
KYM1_SOFT_TISSUE,
LC1F_LUNG,
HLE_LIVER,
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
JMSU1_URINARY_TRACT,
IMR32_AUTONOMIC_GANGLIA,
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
T3M4_PANCREAS,
COLO818_SKIN,
PK45H_PANCREAS,
HEC59_ENDOMETRIUM,-1.726015945
CPCN_LUNG,
T3M10_LUNG,
NUGC2_STOMACH,
PLCPRF5_LIVER,0.422880648
KPNYN_AUTONOMIC_GANGLIA,
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,
NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
KMRC3_KIDNEY,
NCIH2023_LUNG,2.384813334
DMS153_LUNG,
NCIH1048_LUNG,0.849094976
D341MED_CENTRAL_NERVOUS_SYSTEM,1.48247482
NCIH660_PROSTATE,2.4390804
NCIH1618_LUNG,
HS675T_LARGE_INTESTINE,
PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HT144_SKIN,-0.401424202
SKMEL31_SKIN,
HS839T_SKIN,
HS939T_SKIN,
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HS819T_BONE,
NCIH69_LUNG,
DV90_LUNG,
ZR751_BREAST,0.718774796
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SKNBE2_AUTONOMIC_GANGLIA,
HCC70_BREAST,2.110309124
NCIH2452_PLEURA,-0.443807969
SNU1_STOMACH,
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HCC56_LARGE_INTESTINE,
NCIH1648_LUNG,0.954856339
TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
GLC82_LUNG,
MPP89_PLEURA,
PANC0813_PANCREAS,2.509587975
MG63_BONE,
PK1_PANCREAS,
HS840T_UPPER_AERODIGESTIVE_TRACT,
NCIH23_LUNG,1.906312489
TE617T_SOFT_TISSUE,
SW1088_CENTRAL_NERVOUS_SYSTEM,
ISTMES2_PLEURA,
NCIH1373_LUNG,-0.185979989
NCIH1930_LUNG,
NCIH1623_LUNG,3.407569279
HS229T_LUNG,
NCIH1838_LUNG,
NCIH1836_LUNG,-3.195583937
HS688AT_SKIN,
PANC0504_PANCREAS,
HS822T_BONE,
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
G292CLONEA141B1_BONE,
RCM1_LARGE_INTESTINE,
HS737T_BONE,
HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
HS600T_SKIN,
TE159T_SOFT_TISSUE,
A101D_SKIN,
NCIH1755_LUNG,
143B_BONE,3.075233013
RERFLCKJ_LUNG,
NCIH1693_LUNG,1.371960138
SW780_URINARY_TRACT,
HS683_CENTRAL_NERVOUS_SYSTEM,-2.184711291
RKO_LARGE_INTESTINE,0.151981038
HS729_SOFT_TISSUE,
JHOS2_OVARY,-3.264507072
MCF7_BREAST,-1.117194919
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.708587106
SKLMS1_SOFT_TISSUE,
HUTU80_SMALL_INTESTINE,0.710852596
HCC202_BREAST,-2.06706663
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.116449974
ONS76_CENTRAL_NERVOUS_SYSTEM,
RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
SNUC1_LARGE_INTESTINE,-3.371060654
SKNDZ_AUTONOMIC_GANGLIA,
DMS114_LUNG,-1.843264496
TT_OESOPHAGUS,0.036946742
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
OC315_OVARY,
OC314_OVARY,-1.1164027
SW1353_BONE,
MDAMB157_BREAST,0.441497816
LN18_CENTRAL_NERVOUS_SYSTEM,0.392419791
769P_KIDNEY,1.421869994
786O_KIDNEY,2.723091249
CAOV3_OVARY,0.232114086
HEPG2_LIVER,
MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
NCIH524_LUNG,
NCIH209_LUNG,-0.649389044
MIAPACA2_PANCREAS,-0.648200714
MCAS_OVARY,
SBC5_LUNG,
COLO829_SKIN,-1.679274968
VCAP_PROSTATE,-0.795157513
COLO704_OVARY,-1.691554377
IPC298_SKIN,0.675202699
CAPAN2_PANCREAS,
EFM192A_BREAST,
HS766T_PANCREAS,0.172024203
EFO27_OVARY,-1.713340426
A2780_OVARY,
NCIH196_LUNG,0.862958825
IGROV1_OVARY,1.827090495
NCIH889_LUNG,
NCIH211_LUNG,-0.722273278
HS571T_OVARY,
MDAPCA2B_PROSTATE,0.79403569
SKMEL24_SKIN,
K029AX_SKIN,-3.894321926
HT1376_URINARY_TRACT,
NCIH2171_LUNG,0.584493516
PANC1005_PANCREAS,-0.381618703
EVSAT_BREAST,
HS695T_SKIN,
CHL1_SKIN,
LOUNH91_LUNG,-3.591693908
LK2_LUNG,-0.227967646
TOV21G_OVARY,2.57653056
SKMEL3_SKIN,-4.265476969
ASPC1_PANCREAS,0.584889626
OVSAHO_OVARY,
NCIH441_LUNG,-0.092537647
RERFLCSQ1_LUNG,
NCIH2030_LUNG,3.144948368
HMCB_SKIN,
FUOV1_OVARY,
MALME3M_SKIN,
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.308582543
T98G_CENTRAL_NERVOUS_SYSTEM,-3.492666415
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.379882337
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,-1.907038202
HEYA8_OVARY,0.38323004
NCIH2122_LUNG,1.852045423
MELJUSO_SKIN,-0.42677524
SW620_LARGE_INTESTINE,-2.145892514
HCT116_LARGE_INTESTINE,-0.414495831
VMRCRCZ_KIDNEY,
DU145_PROSTATE,2.307967999
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.433575617
L33_PANCREAS,1.490000909
SKMEL2_SKIN,2.853411429
A549_LUNG,1.736777421
A172_CENTRAL_NERVOUS_SYSTEM,-3.588921138
NCIH1975_LUNG,-1.272073918
COLO679_SKIN,-1.819894008
KP2_PANCREAS,-1.090259441
HUH1_LIVER,-0.111432092
MDAMB453_BREAST,1.453162682
PANC0403_PANCREAS,
TYKNU_OVARY,-2.326914771
OVISE_OVARY,-0.748416537
EFM19_BREAST,-0.825657981
MELHO_SKIN,-0.350920181
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
G361_SKIN,-2.490904299
NCIH647_LUNG,1.174697372
GMS10_CENTRAL_NERVOUS_SYSTEM,
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.077187812
HLFA_LUNG,
42MGBA_CENTRAL_NERVOUS_SYSTEM,
KCIMOH1_PANCREAS,
HCC44_LUNG,0.405847919
KYSE70_OESOPHAGUS,-2.322953671
1321N1_CENTRAL_NERVOUS_SYSTEM,
GAMG_CENTRAL_NERVOUS_SYSTEM,
