Gene,TMPRSS2
NCIH322_LUNG,4.296206
HS618T_LUNG,4.212537
HS870T_BONE,4.413549
HS706T_BONE,4.353015
PANC1_PANCREAS,5.283403
NCIH2291_LUNG,5.828907
T47D_BREAST,6.166382
HS742T_BREAST,4.370987
BICR56_UPPER_AERODIGESTIVE_TRACT,4.424173
BICR16_UPPER_AERODIGESTIVE_TRACT,4.592976
TE10_OESOPHAGUS,4.624165
SKMEL28_SKIN,4.39069
BICR6_UPPER_AERODIGESTIVE_TRACT,6.025142
BHY_UPPER_AERODIGESTIVE_TRACT,4.290457
AZ521_STOMACH,4.508525
SH4_SKIN,4.233109
KPL1_BREAST,7.222396
CGTHW1_THYROID,4.256781
TUHR4TKB_KIDNEY,4.315163
LS123_LARGE_INTESTINE,4.682565
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.384077
HPAC_PANCREAS,5.995454
RCC10RGB_KIDNEY,4.395878
JHOM1_OVARY,4.452905
SU8686_PANCREAS,8.519331
HCC33_LUNG,4.295088
TE6_OESOPHAGUS,4.44269
JHOC5_OVARY,4.351043
ACCMESO1_PLEURA,4.385553
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.576952
SNU1214_UPPER_AERODIGESTIVE_TRACT,4.304548
CORL105_LUNG,4.424597
LMSU_STOMACH,4.29732
SNU1197_LARGE_INTESTINE,6.68455
COLO668_LUNG,5.660701
OSRC2_KIDNEY,4.420407
HUH6_LIVER,7.035715
PANC0203_PANCREAS,4.661486
CJM_SKIN,4.250592
BICR22_UPPER_AERODIGESTIVE_TRACT,4.665305
SHSY5Y_AUTONOMIC_GANGLIA,4.235355
TM31_CENTRAL_NERVOUS_SYSTEM,4.112482
SNU1272_KIDNEY,4.311054
KPNRTBM1_AUTONOMIC_GANGLIA,4.467482
BICR18_UPPER_AERODIGESTIVE_TRACT,4.609231
TE4_OESOPHAGUS,4.907369
PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.261023
ECC10_STOMACH,4.309593
TUHR14TKB_KIDNEY,4.344105
YD15_SALIVARY_GLAND,4.28188
UBLC1_URINARY_TRACT,5.174699
ECGI10_OESOPHAGUS,4.748004
CW2_LARGE_INTESTINE,8.159363
SNU761_LIVER,4.422107
SNU61_LARGE_INTESTINE,8.405295
NCIH1915_LUNG,4.416501
SNU324_PANCREAS,5.008846
YD10B_UPPER_AERODIGESTIVE_TRACT,4.405369
HCC2279_LUNG,6.28532
HLC1_LUNG,4.417222
TUHR10TKB_KIDNEY,4.517799
HEC1B_ENDOMETRIUM,4.262723
VMRCLCP_LUNG,5.291409
TGBC11TKB_STOMACH,5.479741
OVK18_OVARY,10.02471
SNU1077_ENDOMETRIUM,4.16941
HCC1588_LUNG,9.406457
SNU213_PANCREAS,7.764833
HT115_LARGE_INTESTINE,9.29656
TE14_OESOPHAGUS,4.395186
TE8_OESOPHAGUS,4.135767
SNU520_STOMACH,8.667999
JHUEM3_ENDOMETRIUM,4.71902
LI7_LIVER,4.775437
NCIH838_LUNG,4.479476
SNU119_OVARY,4.513266
SNU1033_LARGE_INTESTINE,8.184592
SNUC5_LARGE_INTESTINE,5.299816
GSS_STOMACH,5.448675
TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.42469
HCC1171_LUNG,4.910362
SNUC4_LARGE_INTESTINE,8.059587
U138MG_CENTRAL_NERVOUS_SYSTEM,4.177443
SNU620_STOMACH,9.702977
ECC12_STOMACH,4.162563
GSU_STOMACH,9.179854
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.68302
JHOM2B_OVARY,9.956967
MDAMB231_BREAST,4.33562
OV90_OVARY,4.559697
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.441075
OVTOKO_OVARY,4.753461
OVCAR4_OVARY,4.823001
HLF_LIVER,4.321868
HCT15_LARGE_INTESTINE,5.052667
SW1463_LARGE_INTESTINE,8.745141
SF295_CENTRAL_NERVOUS_SYSTEM,4.412761
WM115_SKIN,4.440428
JHH4_LIVER,4.213911
OE33_OESOPHAGUS,5.212525
CCK81_LARGE_INTESTINE,8.246982
JHH1_LIVER,4.526011
SJSA1_BONE,4.206786
NCIH2228_LUNG,4.722537
RERFLCAI_LUNG,4.204121
SKMES1_LUNG,4.649875
NCIH520_LUNG,4.568859
JHH5_LIVER,4.452152
FU97_STOMACH,4.651852
COLO800_SKIN,4.321076
NCIH1963_LUNG,4.394649
RL952_ENDOMETRIUM,5.014626
J82_URINARY_TRACT,4.416934
HCC15_LUNG,4.326301
M059K_CENTRAL_NERVOUS_SYSTEM,4.279284
CALU6_LUNG,4.412515
SKLU1_LUNG,4.380955
SW900_LUNG,4.58255
UACC62_SKIN,4.507428
MFE280_ENDOMETRIUM,4.275197
MFE319_ENDOMETRIUM,4.368402
MFE296_ENDOMETRIUM,4.360501
GOS3_CENTRAL_NERVOUS_SYSTEM,4.581036
GI1_CENTRAL_NERVOUS_SYSTEM,4.245273
PC14_LUNG,4.362417
KYSE410_OESOPHAGUS,4.508649
A204_SOFT_TISSUE,4.655842
PATU8902_PANCREAS,4.554418
NCIH810_LUNG,4.414882
RERFLCMS_LUNG,4.527612
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.478234
DANG_PANCREAS,4.347163
NCIH460_LUNG,4.331739
KYSE140_OESOPHAGUS,4.285353
KYSE180_OESOPHAGUS,4.56571
HUPT3_PANCREAS,5.033077
EFE184_ENDOMETRIUM,5.22469
GCIY_STOMACH,4.712545
SH10TC_STOMACH,4.600352
CAOV4_OVARY,4.491678
HCC2218_BREAST,6.12705
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.620446
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.385549
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.561272
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.863232
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.634015
KNS60_CENTRAL_NERVOUS_SYSTEM,4.59202
KNS81_CENTRAL_NERVOUS_SYSTEM,4.243497
KPNSI9S_AUTONOMIC_GANGLIA,4.339312
LU99_LUNG,4.443578
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.815924
MKN1_STOMACH,5.255767
MKN74_STOMACH,4.574778
KP3_PANCREAS,4.440128
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.534766
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.612845
HSC2_UPPER_AERODIGESTIVE_TRACT,4.375698
KG1C_CENTRAL_NERVOUS_SYSTEM,4.385956
HUH7_LIVER,4.523934
KMBC2_URINARY_TRACT,7.290302
KMRC20_KIDNEY,4.357164
HUCCT1_BILIARY_TRACT,5.334679
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.566687
A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.284649
KALS1_CENTRAL_NERVOUS_SYSTEM,4.383982
HEC108_ENDOMETRIUM,4.397409
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.39236
HUH28_BILIARY_TRACT,4.40971
CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.735907
HEC265_ENDOMETRIUM,4.5349
CAL12T_LUNG,4.267599
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.41118
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.532469
SKNSH_AUTONOMIC_GANGLIA,4.116051
HCC1954_BREAST,5.254111
CAMA1_BREAST,4.316145
HEC6_ENDOMETRIUM,4.283321
AM38_CENTRAL_NERVOUS_SYSTEM,4.259609
HEC50B_ENDOMETRIUM,4.293894
HSC3_UPPER_AERODIGESTIVE_TRACT,4.436786
HSC4_UPPER_AERODIGESTIVE_TRACT,4.424322
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.560455
KP4_PANCREAS,4.274961
KE39_STOMACH,7.703791
COV504_OVARY,4.644778
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.680423
VMRCRCW_KIDNEY,4.533679
HGC27_STOMACH,4.27211
LUDLU1_LUNG,4.540143
HUG1N_STOMACH,8.553394
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.813863
NUGC4_STOMACH,5.49738
BGC823_STOMACH,4.576911
HMC18_BREAST,4.618383
CAS1_CENTRAL_NERVOUS_SYSTEM,4.320616
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.532141
CORL23_LUNG,5.368945
MORCPR_LUNG,4.779567
HARA_LUNG,4.402696
SKOV3_OVARY,4.313525
HPAFII_PANCREAS,7.321881
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.68445
NCIH1568_LUNG,4.511282
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.510932
A498_KIDNEY,4.477768
BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.661691
A673_BONE,4.46359
AU565_BREAST,6.891109
COLO201_LARGE_INTESTINE,10.36103
CAPAN1_PANCREAS,7.571063
NCIH1563_LUNG,4.106846
NCIH358_LUNG,4.348737
CFPAC1_PANCREAS,6.434607
NIHOVCAR3_OVARY,4.805961
NCIH1650_LUNG,4.843348
NCIH1793_LUNG,4.431438
NCIH1437_LUNG,5.467373
KNS62_LUNG,4.751478
HS578T_BREAST,4.161145
BT20_BREAST,6.292589
SNU182_LIVER,4.359934
SKNMC_BONE,4.309972
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.746719
FADU_UPPER_AERODIGESTIVE_TRACT,4.968148
SJRH30_SOFT_TISSUE,4.287293
MDAMB361_BREAST,5.330787
MDAMB436_BREAST,4.058177
PANC0213_PANCREAS,4.159706
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.345689
RDES_BONE,4.432225
CAL27_UPPER_AERODIGESTIVE_TRACT,6.001696
MESSA_SOFT_TISSUE,4.430163
SW1271_LUNG,4.317561
NCIH1792_LUNG,4.386049
GCT_SOFT_TISSUE,4.481511
SKBR3_BREAST,6.681405
SNU16_STOMACH,6.93924
NCIH82_LUNG,4.219196
NCIN87_STOMACH,4.412293
U2OS_BONE,4.557867
H4_CENTRAL_NERVOUS_SYSTEM,4.400648
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.373864
HCC1143_BREAST,6.121692
T24_URINARY_TRACT,4.270685
G401_SOFT_TISSUE,4.381215
HCC1937_BREAST,6.277301
HCC1569_BREAST,4.423015
OCUM1_STOMACH,9.203632
SAOS2_BONE,4.446267
D283MED_CENTRAL_NERVOUS_SYSTEM,4.377894
SCC9_UPPER_AERODIGESTIVE_TRACT,4.217735
HCC1395_BREAST,4.386133
NMCG1_CENTRAL_NERVOUS_SYSTEM,4.419279
TEN_ENDOMETRIUM,4.431997
HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.45837
TE9_OESOPHAGUS,4.44967
KNS42_CENTRAL_NERVOUS_SYSTEM,4.461265
KYSE520_OESOPHAGUS,4.410879
KYSE270_OESOPHAGUS,4.920166
JHUEM1_ENDOMETRIUM,7.867032
YH13_CENTRAL_NERVOUS_SYSTEM,4.507757
IALM_LUNG,4.354352
NCIH2052_PLEURA,4.093801
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.458245
SKNFI_AUTONOMIC_GANGLIA,4.448711
SKNAS_AUTONOMIC_GANGLIA,4.299628
GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.816107
SNU398_LIVER,4.371797
SNU423_LIVER,4.25888
SCC4_UPPER_AERODIGESTIVE_TRACT,4.314251
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.434178
HCC1187_BREAST,8.775344
SNU387_LIVER,4.448899
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.213823
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.528251
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.509372
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.828289
C2BBE1_LARGE_INTESTINE,7.129447
SKES1_BONE,4.105032
EPLC272H_LUNG,4.66515
BXPC3_PANCREAS,4.262979
NCIH1355_LUNG,4.466455
SNU5_STOMACH,4.227498
SNU475_LIVER,4.282257
HEC251_ENDOMETRIUM,4.458972
HCC95_LUNG,4.5016
253J_URINARY_TRACT,4.300609
HCC1438_LUNG,4.279047
253JBV_URINARY_TRACT,4.196619
RPMI7951_SKIN,4.446089
SNU1066_UPPER_AERODIGESTIVE_TRACT,5.285751
SNU1041_UPPER_AERODIGESTIVE_TRACT,5.778454
HCC2108_LUNG,4.392567
COLO783_SKIN,4.4083
HCC1359_LUNG,4.174378
BICR31_UPPER_AERODIGESTIVE_TRACT,4.730877
COV362_OVARY,4.352335
COLO792_SKIN,4.24855
COV434_OVARY,4.501155
WM983B_SKIN,4.367204
HS751T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.154194
LS513_LARGE_INTESTINE,7.024006
NCIH2110_LUNG,4.434584
CHAGOK1_LUNG,4.465973
DMS454_LUNG,4.51843
CORL47_LUNG,4.236175
FTC238_THYROID,4.138929
DMS273_LUNG,4.367564
FTC133_THYROID,4.887864
CORL311_LUNG,4.369384
NCIH2286_LUNG,4.272774
NCIH1339_LUNG,4.262493
WM793_SKIN,4.309333
A704_KIDNEY,4.388977
MDAMB435S_SKIN,4.327596
WM1799_SKIN,4.338675
MEWO_SKIN,4.616024
WM88_SKIN,4.566603
NCIH2081_LUNG,4.126007
HS255T_LARGE_INTESTINE,4.22328
NCIH1092_LUNG,4.048908
SW837_LARGE_INTESTINE,5.716653
JHH6_LIVER,4.178324
IGR1_SKIN,4.467837
NCIH1105_LUNG,4.352178
NCIH1436_LUNG,4.272168
NCIH1876_LUNG,4.260753
CORL24_LUNG,4.221759
COV644_OVARY,4.482734
GP2D_LARGE_INTESTINE,8.131961
PECAPJ15_UPPER_AERODIGESTIVE_TRACT,4.613777
CORL88_LUNG,4.305591
CORL95_LUNG,4.147209
PECAPJ49_UPPER_AERODIGESTIVE_TRACT,4.353379
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,4.63612
CORL51_LUNG,4.419983
RT11284_URINARY_TRACT,4.593204
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,4.539589
OV7_OVARY,4.414355
HT55_LARGE_INTESTINE,8.616114
OAW42_OVARY,4.31038
MDST8_LARGE_INTESTINE,4.42203
OAW28_OVARY,4.506595
SUIT2_PANCREAS,4.106434
LC1SQSF_LUNG,4.223857
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.338224
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.403679
SKHEP1_LIVER,4.342765
OVCAR8_OVARY,4.141493
NCIH2172_LUNG,4.152167
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,6.027918
NCIH596_LUNG,4.491368
NCIH650_LUNG,4.205112
SW1573_LUNG,4.221143
OVMANA_OVARY,4.883988
SKCO1_LARGE_INTESTINE,8.015986
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.377974
YAPC_PANCREAS,7.780663
HT1197_URINARY_TRACT,4.788416
A253_SALIVARY_GLAND,4.201268
HCC366_LUNG,4.348069
DKMG_CENTRAL_NERVOUS_SYSTEM,4.300996
SNU349_KIDNEY,4.129414
UMUC1_URINARY_TRACT,7.072094
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.438333
NCIH292_LUNG,4.289744
59M_OVARY,4.08598
U118MG_CENTRAL_NERVOUS_SYSTEM,4.201367
VMRCLCD_LUNG,4.255008
HCC1833_LUNG,4.618993
RH30_SOFT_TISSUE,4.205051
TCCSUP_URINARY_TRACT,4.530453
SNU601_STOMACH,8.18492
CAL33_UPPER_AERODIGESTIVE_TRACT,5.669848
SNU668_STOMACH,4.461271
CORL279_LUNG,4.055122
GB1_CENTRAL_NERVOUS_SYSTEM,4.39516
KURAMOCHI_OVARY,4.328091
COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.40703
COLO684_ENDOMETRIUM,4.164173
KLM1_PANCREAS,4.101944
GRM_SKIN,4.562689
SNU685_ENDOMETRIUM,4.230726
CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.317398
SNU886_LIVER,4.217719
HCT8_LARGE_INTESTINE,4.453425
NCCSTCK140_STOMACH,4.333685
NCIH3255_LUNG,7.400165
SNU719_STOMACH,7.879855
SNU489_CENTRAL_NERVOUS_SYSTEM,4.294507
SNU81_LARGE_INTESTINE,8.064724
A2058_SKIN,4.17389
HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.208914
SNU1040_LARGE_INTESTINE,5.005642
SNU1076_UPPER_AERODIGESTIVE_TRACT,4.667219
SNU175_LARGE_INTESTINE,7.596516
SNU407_LARGE_INTESTINE,6.916592
SNU201_CENTRAL_NERVOUS_SYSTEM,4.351801
KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.576259
SNU216_STOMACH,5.056122
SNU1196_BILIARY_TRACT,5.761961
SNU1079_BILIARY_TRACT,4.323878
HCC1195_LUNG,4.89106
NCIH854_LUNG,4.734813
SNU466_CENTRAL_NERVOUS_SYSTEM,4.460157
YD38_UPPER_AERODIGESTIVE_TRACT,4.59362
SNU1105_CENTRAL_NERVOUS_SYSTEM,4.275285
SNU283_LARGE_INTESTINE,9.043746
SNU46_UPPER_AERODIGESTIVE_TRACT,4.382993
SNU308_BILIARY_TRACT,4.533372
YD8_UPPER_AERODIGESTIVE_TRACT,4.339141
SNU245_BILIARY_TRACT,8.92807
SNU478_BILIARY_TRACT,4.413664
SNU410_PANCREAS,4.349796
SNU899_UPPER_AERODIGESTIVE_TRACT,4.727727
SNU503_LARGE_INTESTINE,4.522035
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.289621
SNU738_CENTRAL_NERVOUS_SYSTEM,4.571457
SNU626_CENTRAL_NERVOUS_SYSTEM,4.313693
SNU869_BILIARY_TRACT,7.846
SNU878_LIVER,4.820222
SNU840_OVARY,4.237103
SNU8_OVARY,6.068815
NCIH684_LIVER,9.305001
IGR39_SKIN,4.338276
ALEXANDERCELLS_LIVER,4.790664
DAOY_CENTRAL_NERVOUS_SYSTEM,4.864518
HEP3B217_LIVER,4.88426
KYM1_SOFT_TISSUE,4.187183
LC1F_LUNG,4.312879
HLE_LIVER,4.316322
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.472454
JMSU1_URINARY_TRACT,4.407758
IMR32_AUTONOMIC_GANGLIA,4.431024
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.693411
T3M4_PANCREAS,4.453621
COLO818_SKIN,4.39307
PK45H_PANCREAS,4.784368
HEC59_ENDOMETRIUM,4.707157
CPCN_LUNG,4.51119
T3M10_LUNG,4.448888
NUGC2_STOMACH,4.450915
PLCPRF5_LIVER,5.181098
KPNYN_AUTONOMIC_GANGLIA,4.504803
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,4.561769
NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.778259
KMRC3_KIDNEY,4.549286
NCIH2023_LUNG,4.209505
DMS153_LUNG,4.617316
NCIH1048_LUNG,5.359508
D341MED_CENTRAL_NERVOUS_SYSTEM,4.759634
NCIH660_PROSTATE,4.772575
NCIH1618_LUNG,4.285693
HS675T_LARGE_INTESTINE,4.452168
PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.474307
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.25417
HT144_SKIN,4.314326
SKMEL31_SKIN,4.406552
HS839T_SKIN,4.076581
HS939T_SKIN,4.292436
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.675223
HS819T_BONE,4.414938
NCIH69_LUNG,4.223103
DV90_LUNG,5.608162
ZR751_BREAST,4.628378
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.342408
SKNBE2_AUTONOMIC_GANGLIA,4.408459
HCC70_BREAST,8.891942
NCIH2452_PLEURA,4.310738
SNU1_STOMACH,4.41647
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.536553
HCC56_LARGE_INTESTINE,8.480131
NCIH1648_LUNG,5.063862
TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.387952
GLC82_LUNG,4.410477
MPP89_PLEURA,4.236393
PANC0813_PANCREAS,8.06279
MG63_BONE,4.5187
PK1_PANCREAS,4.365989
HS840T_UPPER_AERODIGESTIVE_TRACT,4.299069
NCIH23_LUNG,4.427592
TE617T_SOFT_TISSUE,4.184399
SW1088_CENTRAL_NERVOUS_SYSTEM,4.381963
ISTMES2_PLEURA,4.478899
NCIH1373_LUNG,4.714519
NCIH1930_LUNG,4.584545
NCIH1623_LUNG,4.379844
HS229T_LUNG,4.179566
NCIH1838_LUNG,4.194508
NCIH1836_LUNG,4.258869
HS688AT_SKIN,4.288976
PANC0504_PANCREAS,5.882688
HS822T_BONE,4.192333
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.971151
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.651948
G292CLONEA141B1_BONE,4.186031
RCM1_LARGE_INTESTINE,8.80127
HS737T_BONE,4.273455
HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.119937
HS600T_SKIN,4.156931
TE159T_SOFT_TISSUE,4.26361
A101D_SKIN,4.530911
NCIH1755_LUNG,4.312173
143B_BONE,4.238873
RERFLCKJ_LUNG,6.716066
NCIH1693_LUNG,4.298885
SW780_URINARY_TRACT,5.122137
HS683_CENTRAL_NERVOUS_SYSTEM,4.451518
RKO_LARGE_INTESTINE,4.630239
HS729_SOFT_TISSUE,4.159273
JHOS2_OVARY,4.642327
MCF7_BREAST,4.838799
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.825069
SKLMS1_SOFT_TISSUE,4.141642
HUTU80_SMALL_INTESTINE,4.579552
HCC202_BREAST,9.065891
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.379404
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.342752
ONS76_CENTRAL_NERVOUS_SYSTEM,4.694882
RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.284532
SNUC1_LARGE_INTESTINE,9.386478
SKNDZ_AUTONOMIC_GANGLIA,4.351242
DMS114_LUNG,4.354261
TT_OESOPHAGUS,4.376911
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.364064
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.74608
OC315_OVARY,4.195181
OC314_OVARY,4.322634
SW1353_BONE,4.388666
MDAMB157_BREAST,4.334957
LN18_CENTRAL_NERVOUS_SYSTEM,4.575372
769P_KIDNEY,4.448664
786O_KIDNEY,4.438365
CAOV3_OVARY,4.415393
HEPG2_LIVER,5.308837
MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,4.721565
NCIH524_LUNG,4.30505
NCIH209_LUNG,4.23113
MIAPACA2_PANCREAS,4.679199
MCAS_OVARY,6.349482
SBC5_LUNG,4.357034
COLO829_SKIN,4.655128
VCAP_PROSTATE,11.114
COLO704_OVARY,4.136597
IPC298_SKIN,4.561445
CAPAN2_PANCREAS,5.555036
EFM192A_BREAST,6.085353
HS766T_PANCREAS,4.299472
EFO27_OVARY,4.373014
A2780_OVARY,4.427565
NCIH196_LUNG,4.550957
IGROV1_OVARY,4.603003
NCIH889_LUNG,4.431613
NCIH211_LUNG,4.658672
HS571T_OVARY,4.260555
MDAPCA2B_PROSTATE,12.03082
SKMEL24_SKIN,4.219277
K029AX_SKIN,4.574857
HT1376_URINARY_TRACT,4.512091
NCIH2171_LUNG,4.372526
PANC1005_PANCREAS,4.304065
