Gene,TMPRSS2
C3A_LIVER,-0.2269
SW480_LARGE_INTESTINE,0.2455
HS746T_STOMACH,0.6095
LU65_LUNG,-0.1356
HS739T_BREAST,-0.0025
SNUC2A_LARGE_INTESTINE,0.0303
HEC151_ENDOMETRIUM,-0.0029
MSTO211H_PLEURA,-0.1582
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0022
SKMEL1_SKIN,0.2166
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0525
JHH7_LIVER,-0.5769
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0039
5637_URINARY_TRACT,-0.4132
HCC38_BREAST,-0.124
DU4475_BREAST,0.0328
NCIH1573_LUNG,0.1526
NCIH508_LARGE_INTESTINE,-0.2983
NCIH1651_LUNG,-0.372
SKUT1_SOFT_TISSUE,0.0272
MDAMB175VII_BREAST,0.2072
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0398
BECKER_CENTRAL_NERVOUS_SYSTEM,-0.4149
NCIH226_LUNG,0.1151
NCIH1666_LUNG,-0.4906
SW1783_CENTRAL_NERVOUS_SYSTEM,0.1201
ISTMES1_PLEURA,1.1048
NCIH1734_LUNG,-0.2726
NCIH2342_LUNG,-0.0938
EBC1_LUNG,-0.4595
YMB1_BREAST,-0.5547
OC316_OVARY,0.398
HS936T_SKIN,0.3673
T173_BONE,0.0056
NCIH322_LUNG,-0.1801
HS618T_LUNG,-0.0052
HS870T_BONE,0.0044
HS706T_BONE,-0.0222
PANC1_PANCREAS,-0.3283
NCIH2291_LUNG,-0.3692
T47D_BREAST,0.1665
HS742T_BREAST,0.0002
BICR56_UPPER_AERODIGESTIVE_TRACT,0.0175
BICR16_UPPER_AERODIGESTIVE_TRACT,0.8378
TE10_OESOPHAGUS,-0.4745
SKMEL28_SKIN,-0.0461
BICR6_UPPER_AERODIGESTIVE_TRACT,-0.4605
BHY_UPPER_AERODIGESTIVE_TRACT,-0.3919
AZ521_STOMACH,-0.0015
SH4_SKIN,-0.1524
KPL1_BREAST,0.4176
CGTHW1_THYROID,-0.1216
TUHR4TKB_KIDNEY,-0.0928
LS123_LARGE_INTESTINE,0.0218
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.9889
HPAC_PANCREAS,-0.4548
RCC10RGB_KIDNEY,0.2842
JHOM1_OVARY,-0.6327
SU8686_PANCREAS,0.041
HCC33_LUNG,0.2456
TE6_OESOPHAGUS,0.0464
JHOC5_OVARY,-0.5361
ACCMESO1_PLEURA,-0.2639
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.6744
SNU1214_UPPER_AERODIGESTIVE_TRACT,0.0557
CORL105_LUNG,0.2491
LMSU_STOMACH,-0.2904
SNU1197_LARGE_INTESTINE,-0.0709
COLO668_LUNG,0.4207
OSRC2_KIDNEY,-0.0908
HUH6_LIVER,-0.0378
PANC0203_PANCREAS,-0.1312
CJM_SKIN,-0.4655
BICR22_UPPER_AERODIGESTIVE_TRACT,-0.0356
SHSY5Y_AUTONOMIC_GANGLIA,-0.0917
TM31_CENTRAL_NERVOUS_SYSTEM,-0.531
SNU1272_KIDNEY,0.1237
KPNRTBM1_AUTONOMIC_GANGLIA,0.0102
BICR18_UPPER_AERODIGESTIVE_TRACT,-0.3585
TE4_OESOPHAGUS,1.2669
PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0465
ECC10_STOMACH,-0.2913
TUHR14TKB_KIDNEY,0.1201
YD15_SALIVARY_GLAND,-0.5823
UBLC1_URINARY_TRACT,
ECGI10_OESOPHAGUS,-0.2148
CW2_LARGE_INTESTINE,-0.0082
SNU761_LIVER,-0.1547
SNU61_LARGE_INTESTINE,-0.3799
NCIH1915_LUNG,-0.1614
SNU324_PANCREAS,0.0181
YD10B_UPPER_AERODIGESTIVE_TRACT,-0.6267
HCC2279_LUNG,0.1437
HLC1_LUNG,0.3389
TUHR10TKB_KIDNEY,0.6948
HEC1B_ENDOMETRIUM,0.1552
VMRCLCP_LUNG,0.1398
TGBC11TKB_STOMACH,-0.0247
OVK18_OVARY,-0.0768
SNU1077_ENDOMETRIUM,-0.3283
HCC1588_LUNG,
SNU213_PANCREAS,0.0746
HT115_LARGE_INTESTINE,-0.0459
TE14_OESOPHAGUS,-0.6714
TE8_OESOPHAGUS,-0.3067
SNU520_STOMACH,-0.1478
JHUEM3_ENDOMETRIUM,-0.1863
LI7_LIVER,-0.4624
NCIH838_LUNG,-0.1827
SNU119_OVARY,0.1095
SNU1033_LARGE_INTESTINE,-0.1869
SNUC5_LARGE_INTESTINE,-0.0357
GSS_STOMACH,0.2098
TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.1812
HCC1171_LUNG,0.2899
SNUC4_LARGE_INTESTINE,-0.0061
U138MG_CENTRAL_NERVOUS_SYSTEM,-0.3119
SNU620_STOMACH,-0.1052
ECC12_STOMACH,-0.1582
GSU_STOMACH,-0.2906
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.2778
JHOM2B_OVARY,0.0252
MDAMB231_BREAST,0.8883
OV90_OVARY,0.1945
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0175
OVTOKO_OVARY,-0.1431
OVCAR4_OVARY,0.5199
HLF_LIVER,0.1659
HCT15_LARGE_INTESTINE,0.0149
SW1463_LARGE_INTESTINE,0.0782
SF295_CENTRAL_NERVOUS_SYSTEM,0.4452
WM115_SKIN,0.0407
JHH4_LIVER,-0.201
OE33_OESOPHAGUS,-0.6477
CCK81_LARGE_INTESTINE,0.1023
JHH1_LIVER,-0.4717
SJSA1_BONE,0.0807
NCIH2228_LUNG,0.0895
RERFLCAI_LUNG,-0.1462
SKMES1_LUNG,0.2015
NCIH520_LUNG,1.5789
JHH5_LIVER,-0.6141
FU97_STOMACH,-0.1526
COLO800_SKIN,0.1753
NCIH1963_LUNG,0.064
RL952_ENDOMETRIUM,-0.0012
J82_URINARY_TRACT,0.8813
HCC15_LUNG,0.2321
M059K_CENTRAL_NERVOUS_SYSTEM,-0.0013
CALU6_LUNG,-0.4314
SKLU1_LUNG,0.2985
SW900_LUNG,0.9269
UACC62_SKIN,-0.1322
MFE280_ENDOMETRIUM,-0.2972
MFE319_ENDOMETRIUM,0.0133
MFE296_ENDOMETRIUM,0.0192
GOS3_CENTRAL_NERVOUS_SYSTEM,0.1761
GI1_CENTRAL_NERVOUS_SYSTEM,-0.0537
PC14_LUNG,0.7349
KYSE410_OESOPHAGUS,-0.1954
A204_SOFT_TISSUE,0.0135
PATU8902_PANCREAS,-0.9705
NCIH810_LUNG,-2.0971
RERFLCMS_LUNG,-0.1638
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.4712
DANG_PANCREAS,0.1184
NCIH460_LUNG,-0.2671
KYSE140_OESOPHAGUS,-0.3981
KYSE180_OESOPHAGUS,-0.3102
HUPT3_PANCREAS,0.2064
EFE184_ENDOMETRIUM,-0.1543
GCIY_STOMACH,-0.0074
SH10TC_STOMACH,0.2908
CAOV4_OVARY,0.2646
HCC2218_BREAST,0.0578
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.1287
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.2084
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0377
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0208
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0674
KNS60_CENTRAL_NERVOUS_SYSTEM,0.1426
KNS81_CENTRAL_NERVOUS_SYSTEM,0.1095
KPNSI9S_AUTONOMIC_GANGLIA,0.4003
LU99_LUNG,-0.3151
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.1503
MKN1_STOMACH,0.1507
MKN74_STOMACH,-0.1825
KP3_PANCREAS,0.1811
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.9194
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.3173
HSC2_UPPER_AERODIGESTIVE_TRACT,-0.2383
KG1C_CENTRAL_NERVOUS_SYSTEM,0.4
HUH7_LIVER,-0.2645
KMBC2_URINARY_TRACT,0.0679
KMRC20_KIDNEY,-0.3522
HUCCT1_BILIARY_TRACT,-0.0776
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.1825
A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0335
KALS1_CENTRAL_NERVOUS_SYSTEM,0.1036
HEC108_ENDOMETRIUM,0.1148
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.1487
HUH28_BILIARY_TRACT,-0.1416
CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.9632
HEC265_ENDOMETRIUM,-0.009
CAL12T_LUNG,0.6715
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0237
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0763
SKNSH_AUTONOMIC_GANGLIA,-0.0471
HCC1954_BREAST,0.3946
CAMA1_BREAST,-0.1849
HEC6_ENDOMETRIUM,-0.2294
AM38_CENTRAL_NERVOUS_SYSTEM,-0.4273
HEC50B_ENDOMETRIUM,-0.1192
HSC3_UPPER_AERODIGESTIVE_TRACT,-0.3533
HSC4_UPPER_AERODIGESTIVE_TRACT,-0.7594
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.2872
KP4_PANCREAS,0.3076
KE39_STOMACH,-0.5214
COV504_OVARY,-0.7259
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0683
VMRCRCW_KIDNEY,-0.0256
HGC27_STOMACH,-0.0636
LUDLU1_LUNG,-0.194
HUG1N_STOMACH,0.588
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.1688
NUGC4_STOMACH,-0.2218
BGC823_STOMACH,-0.4574
HMC18_BREAST,-0.2076
CAS1_CENTRAL_NERVOUS_SYSTEM,-0.1059
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.1902
CORL23_LUNG,-0.498
MORCPR_LUNG,0.0047
HARA_LUNG,-0.4503
SKOV3_OVARY,0.1109
HPAFII_PANCREAS,0.3383
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.2931
NCIH1568_LUNG,-0.1738
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0427
A498_KIDNEY,0.3324
BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0121
A673_BONE,-0.0093
AU565_BREAST,0.1686
COLO201_LARGE_INTESTINE,-0.0516
CAPAN1_PANCREAS,0.7673
NCIH1563_LUNG,0.1464
NCIH358_LUNG,-0.1289
CFPAC1_PANCREAS,0.2624
NIHOVCAR3_OVARY,0.5655
NCIH1650_LUNG,-0.0104
NCIH1793_LUNG,-0.2165
NCIH1437_LUNG,-0.2743
KNS62_LUNG,-0.2731
HS578T_BREAST,0.2062
BT20_BREAST,0.2687
SNU182_LIVER,-0.0686
SKNMC_BONE,0.0662
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0654
FADU_UPPER_AERODIGESTIVE_TRACT,-0.7294
SJRH30_SOFT_TISSUE,1.2035
MDAMB361_BREAST,-0.4578
MDAMB436_BREAST,-0.6228
PANC0213_PANCREAS,-6.6682
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.4034
RDES_BONE,0.3706
CAL27_UPPER_AERODIGESTIVE_TRACT,0.0657
MESSA_SOFT_TISSUE,0.0681
SW1271_LUNG,-0.2499
NCIH1792_LUNG,0.8234
GCT_SOFT_TISSUE,-0.3539
SKBR3_BREAST,0.0899
SNU16_STOMACH,-0.2094
NCIH82_LUNG,0.2102
NCIN87_STOMACH,-0.9044
U2OS_BONE,-1.5514
H4_CENTRAL_NERVOUS_SYSTEM,0.3561
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0128
HCC1143_BREAST,0.6259
T24_URINARY_TRACT,0.9664
G401_SOFT_TISSUE,-0.02
HCC1937_BREAST,-0.323
HCC1569_BREAST,0.2332
OCUM1_STOMACH,-0.1475
SAOS2_BONE,
D283MED_CENTRAL_NERVOUS_SYSTEM,-0.4756
SCC9_UPPER_AERODIGESTIVE_TRACT,-0.6223
HCC1395_BREAST,0.741
NMCG1_CENTRAL_NERVOUS_SYSTEM,0.4368
TEN_ENDOMETRIUM,-0.6873
HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0084
TE9_OESOPHAGUS,-0.6763
KNS42_CENTRAL_NERVOUS_SYSTEM,-0.6536
KYSE520_OESOPHAGUS,-0.4635
KYSE270_OESOPHAGUS,0.0748
JHUEM1_ENDOMETRIUM,0.0165
YH13_CENTRAL_NERVOUS_SYSTEM,0.1857
IALM_LUNG,-0.2183
NCIH2052_PLEURA,0.146
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.1355
SKNFI_AUTONOMIC_GANGLIA,-0.0565
SKNAS_AUTONOMIC_GANGLIA,0.0463
GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.014
SNU398_LIVER,-0.3311
SNU423_LIVER,-0.2333
SCC4_UPPER_AERODIGESTIVE_TRACT,-0.5407
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0202
HCC1187_BREAST,0.1702
SNU387_LIVER,-0.1674
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0383
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0882
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0076
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.4961
C2BBE1_LARGE_INTESTINE,-0.0384
SKES1_BONE,-1.5154
EPLC272H_LUNG,-0.0165
BXPC3_PANCREAS,-5.6012
NCIH1355_LUNG,0.2268
SNU5_STOMACH,-0.2978
SNU475_LIVER,0.0003
HEC251_ENDOMETRIUM,-0.0348
HCC95_LUNG,-0.2269
253J_URINARY_TRACT,
HCC1438_LUNG,
253JBV_URINARY_TRACT,
RPMI7951_SKIN,-0.261
SNU1066_UPPER_AERODIGESTIVE_TRACT,
SNU1041_UPPER_AERODIGESTIVE_TRACT,
HCC2108_LUNG,
COLO783_SKIN,0.4712
HCC1359_LUNG,-0.7336
BICR31_UPPER_AERODIGESTIVE_TRACT,-0.0407
COV362_OVARY,-0.6288
COLO792_SKIN,-0.5943
COV434_OVARY,-0.0114
WM983B_SKIN,0.219
HS751T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0086
LS513_LARGE_INTESTINE,-0.1481
NCIH2110_LUNG,-0.2416
CHAGOK1_LUNG,-0.013
DMS454_LUNG,0.4574
CORL47_LUNG,0.0861
FTC238_THYROID,0.1702
DMS273_LUNG,0.1892
FTC133_THYROID,-0.0141
CORL311_LUNG,0.2363
NCIH2286_LUNG,0.1566
NCIH1339_LUNG,-0.0258
WM793_SKIN,-0.0902
A704_KIDNEY,0.0902
MDAMB435S_SKIN,0.298
WM1799_SKIN,0.2031
MEWO_SKIN,-1.2141
WM88_SKIN,0.3715
NCIH2081_LUNG,-0.6399
HS255T_LARGE_INTESTINE,
NCIH1092_LUNG,0.5297
SW837_LARGE_INTESTINE,0.1849
JHH6_LIVER,-0.0182
IGR1_SKIN,-0.7143
NCIH1105_LUNG,1.0404
NCIH1436_LUNG,0.0584
NCIH1876_LUNG,-0.2995
CORL24_LUNG,-0.2169
COV644_OVARY,0.2118
GP2D_LARGE_INTESTINE,0.0153
PECAPJ15_UPPER_AERODIGESTIVE_TRACT,-0.4246
CORL88_LUNG,-0.2566
CORL95_LUNG,-0.2417
PECAPJ49_UPPER_AERODIGESTIVE_TRACT,-0.2484
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,-0.8257
CORL51_LUNG,0.117
RT11284_URINARY_TRACT,0.5907
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,0.0615
OV7_OVARY,0.138
HT55_LARGE_INTESTINE,-0.4315
OAW42_OVARY,-0.2491
MDST8_LARGE_INTESTINE,0.3491
OAW28_OVARY,-0.107
SUIT2_PANCREAS,0.6631
LC1SQSF_LUNG,-0.3157
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0417
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.8639
SKHEP1_LIVER,0.0751
OVCAR8_OVARY,-0.2367
NCIH2172_LUNG,-0.2712
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,-0.0347
NCIH596_LUNG,0.2316
NCIH650_LUNG,-0.6114
SW1573_LUNG,-0.1476
OVMANA_OVARY,0.1505
SKCO1_LARGE_INTESTINE,-0.1886
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0821
YAPC_PANCREAS,0.4134
HT1197_URINARY_TRACT,0.2803
A253_SALIVARY_GLAND,-0.4108
HCC366_LUNG,-0.2435
DKMG_CENTRAL_NERVOUS_SYSTEM,0.1544
SNU349_KIDNEY,-0.062
UMUC1_URINARY_TRACT,0.4352
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0198
NCIH292_LUNG,0.0054
59M_OVARY,-0.277
U118MG_CENTRAL_NERVOUS_SYSTEM,0.0046
VMRCLCD_LUNG,-0.0886
HCC1833_LUNG,
RH30_SOFT_TISSUE,-0.605
TCCSUP_URINARY_TRACT,-0.0664
SNU601_STOMACH,-0.0579
CAL33_UPPER_AERODIGESTIVE_TRACT,-0.0254
SNU668_STOMACH,0.5084
CORL279_LUNG,0.1589
GB1_CENTRAL_NERVOUS_SYSTEM,-0.5841
KURAMOCHI_OVARY,0.1691
COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.1148
COLO684_ENDOMETRIUM,-0.1487
KLM1_PANCREAS,-5.5553
GRM_SKIN,0.099
SNU685_ENDOMETRIUM,-0.5069
CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.541
SNU886_LIVER,0.0833
HCT8_LARGE_INTESTINE,
NCCSTCK140_STOMACH,0.1977
NCIH3255_LUNG,0.2908
SNU719_STOMACH,-0.1782
SNU489_CENTRAL_NERVOUS_SYSTEM,0.2644
SNU81_LARGE_INTESTINE,-0.0239
A2058_SKIN,-0.08
HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.153
SNU1040_LARGE_INTESTINE,-0.0667
SNU1076_UPPER_AERODIGESTIVE_TRACT,-0.9534
SNU175_LARGE_INTESTINE,-0.0079
SNU407_LARGE_INTESTINE,-0.0252
SNU201_CENTRAL_NERVOUS_SYSTEM,0.3107
KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.1361
SNU216_STOMACH,-0.1008
SNU1196_BILIARY_TRACT,-0.175
SNU1079_BILIARY_TRACT,0.137
HCC1195_LUNG,-0.1025
NCIH854_LUNG,0.5213
SNU466_CENTRAL_NERVOUS_SYSTEM,0.3932
YD38_UPPER_AERODIGESTIVE_TRACT,-0.2179
SNU1105_CENTRAL_NERVOUS_SYSTEM,0.151
SNU283_LARGE_INTESTINE,0.1232
SNU46_UPPER_AERODIGESTIVE_TRACT,-0.4658
SNU308_BILIARY_TRACT,-0.5436
YD8_UPPER_AERODIGESTIVE_TRACT,-0.1337
SNU245_BILIARY_TRACT,-0.061
SNU478_BILIARY_TRACT,-0.4407
SNU410_PANCREAS,0.1772
SNU899_UPPER_AERODIGESTIVE_TRACT,-0.1151
SNU503_LARGE_INTESTINE,-0.6957
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.8178
SNU738_CENTRAL_NERVOUS_SYSTEM,-0.5918
SNU626_CENTRAL_NERVOUS_SYSTEM,0.346
SNU869_BILIARY_TRACT,0.1032
SNU878_LIVER,-0.0042
SNU840_OVARY,-0.011
SNU8_OVARY,0.0937
NCIH684_LIVER,
IGR39_SKIN,-0.0307
ALEXANDERCELLS_LIVER,0.5234
DAOY_CENTRAL_NERVOUS_SYSTEM,0.4362
HEP3B217_LIVER,0.2445
KYM1_SOFT_TISSUE,-0.0515
LC1F_LUNG,-0.5691
HLE_LIVER,0.7426
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.8714
JMSU1_URINARY_TRACT,0.2121
IMR32_AUTONOMIC_GANGLIA,-0.1216
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.1142
T3M4_PANCREAS,-0.3831
COLO818_SKIN,-0.3082
PK45H_PANCREAS,-0.2821
HEC59_ENDOMETRIUM,0.0034
CPCN_LUNG,-0.0403
T3M10_LUNG,0.1131
NUGC2_STOMACH,-0.4837
PLCPRF5_LIVER,0.5779
KPNYN_AUTONOMIC_GANGLIA,0.0499
CCFSTTG1_CENTRAL_NERVOUS_SYSTEM,0.0214
NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0119
KMRC3_KIDNEY,0.0319
NCIH2023_LUNG,0.1638
DMS153_LUNG,0.1273
NCIH1048_LUNG,0.022
D341MED_CENTRAL_NERVOUS_SYSTEM,-0.0774
NCIH660_PROSTATE,-1.4262
NCIH1618_LUNG,-0.0132
HS675T_LARGE_INTESTINE,0.0031
PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.1148
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.2227
HT144_SKIN,-0.1235
SKMEL31_SKIN,0.1293
HS839T_SKIN,-0.0082
HS939T_SKIN,0.0353
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.381
HS819T_BONE,-0.0028
NCIH69_LUNG,0.3767
DV90_LUNG,1.3613
ZR751_BREAST,-0.7725
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.045
SKNBE2_AUTONOMIC_GANGLIA,0.011
HCC70_BREAST,-0.1692
NCIH2452_PLEURA,0.275
SNU1_STOMACH,-0.0096
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0484
HCC56_LARGE_INTESTINE,0.1138
NCIH1648_LUNG,0.3076
TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0098
GLC82_LUNG,-0.4035
MPP89_PLEURA,-0.183
PANC0813_PANCREAS,-0.212
MG63_BONE,0.3033
PK1_PANCREAS,-6.0125
HS840T_UPPER_AERODIGESTIVE_TRACT,0.0085
NCIH23_LUNG,-0.2444
TE617T_SOFT_TISSUE,-0.0093
SW1088_CENTRAL_NERVOUS_SYSTEM,0.1937
ISTMES2_PLEURA,0.1791
NCIH1373_LUNG,-0.3797
NCIH1930_LUNG,-0.1399
NCIH1623_LUNG,-0.0125
HS229T_LUNG,-0.0064
NCIH1838_LUNG,1.2891
NCIH1836_LUNG,0.0345
HS688AT_SKIN,0.0106
PANC0504_PANCREAS,0.1422
HS822T_BONE,0.0085
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.024
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.02
G292CLONEA141B1_BONE,-0.1544
RCM1_LARGE_INTESTINE,-0.0597
HS737T_BONE,-0.0018
HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0004
HS600T_SKIN,0.0059
TE159T_SOFT_TISSUE,0.0097
A101D_SKIN,0.3574
NCIH1755_LUNG,-0.4201
143B_BONE,0.1209
RERFLCKJ_LUNG,0.0716
NCIH1693_LUNG,0.4985
SW780_URINARY_TRACT,0.1375
HS683_CENTRAL_NERVOUS_SYSTEM,0.114
RKO_LARGE_INTESTINE,-0.0705
HS729_SOFT_TISSUE,0.2173
JHOS2_OVARY,-0.5911
MCF7_BREAST,0.8712
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.2977
SKLMS1_SOFT_TISSUE,-0.3216
HUTU80_SMALL_INTESTINE,0.0111
HCC202_BREAST,0.3781
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.4331
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.5909
ONS76_CENTRAL_NERVOUS_SYSTEM,-0.2171
RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0003
SNUC1_LARGE_INTESTINE,0.2614
SKNDZ_AUTONOMIC_GANGLIA,-0.2473
DMS114_LUNG,-0.0312
TT_OESOPHAGUS,-0.881
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1.7362
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.0155
OC315_OVARY,
OC314_OVARY,0.3735
SW1353_BONE,-0.0258
MDAMB157_BREAST,0.5127
LN18_CENTRAL_NERVOUS_SYSTEM,0.1837
769P_KIDNEY,0.0823
786O_KIDNEY,0.1519
CAOV3_OVARY,-0.6142
HEPG2_LIVER,-0.1602
MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0173
NCIH524_LUNG,0.2982
NCIH209_LUNG,0.027
MIAPACA2_PANCREAS,0.1979
MCAS_OVARY,-0.1835
SBC5_LUNG,0.081
COLO829_SKIN,-0.0095
VCAP_PROSTATE,0.7872
COLO704_OVARY,1.2518
IPC298_SKIN,0.4382
CAPAN2_PANCREAS,-0.0743
EFM192A_BREAST,0.6755
HS766T_PANCREAS,-0.24
